ResponseID,Cluster,Did you pursue further training after placing your first dental implant?,"If Yes, this was CE ","If Yes, this was: None","If Yes, this was: Other","If Yes, this was: Uni1yr","If Yes, this was: Uni2yr","If Yes, this was: Uni3yr","If Yes, this was: ",Challenge.Anasthesia,Challenge.Implant.position,Challenge.Incision,Challenge.No.information,Challenge.prep.osteotomy,Challenge.reflection,Challenge.suturing,Challenge.other,Challenge,Reflection.Ad.prep,Reflection.Some.prep,Reflection.not.prep,Reflection.no.infromation,Reflection
R_3iEENlTYJMUi5sL,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3MAMGaI0xmwQKEA,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3MtwSrBFnPOBwB1,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3nAbZVDCmaSXmVn,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3QVOKcoaYvX058J,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_4PDSW03p4g1yvOV,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_b9R3sHwymwXqcw1,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_d0DRoWjLXjZ5UZz,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_pS3RV086kgOWZ4l,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_RI7FlaCI3vv5ZId,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_rp6h95eJLdTj8jv,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_1LFmrW4VKaqKtgR,2,Yes,0,0,0,0,1,0,University.2.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_2fCd35Xb8vUiWPH,3,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3lXjyswd01vrJFV,2,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3qBzxqzCv7MvAjF,4,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_3Re9Z7lKMTlniHj,1,Yes,0,0,0,0,0,1,University.3.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,0,1,0,Not.adequately.prepared
R_21uJZpr3l6Nbf29,3,Yes,1,0,0,0,0,0,CE,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2w1BmBOlUnwwjvQ,2,Yes,1,0,0,0,0,0,CE,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3rG0KMSLKYJVXu3,4,Yes,1,0,0,0,0,0,CE,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_10GE7uGklrirB37,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1EcYm6GFORLgPiG,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1fjja9WIIpeyqVY,1,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_20MZVy10b56Woap,1,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2azWlMuWq97sndz,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2B9BmeInsdEYvw3,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2RQy2ObisTCiYCX,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2tJacXKhjT2qr85,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2VL17LzyrzCx0zC,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2wn0hBM0ec0sk9N,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2Yb8c9OG863arlJ,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2YMaSMetVgFDIFK,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2zeDyep86e2cW8c,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2zJ93CFQxpH9M3o,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_30tJKDkiZOWJvam,4,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3n72We4T3x5i1Ty,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3nAGZ5UiLv8D3CO,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3rZ2xe4zXQKp78t,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3sncfUPWEWTQdd6,4,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3sv4vQtEfR7jFNY,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_8cd0T6toPL2Pb3T,5,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_b70b8dHHvwXvF73,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_cCunGuYRKsF081n,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_Dq076cNQ1QUPMg9,1,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_DVkG1YPB50CEmtj,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_OdNq0J7cTYgCJmV,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_PXQIPGXyeJ7jWMh,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_sn748ouhaIWtvDH,3,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_W87U575tsv8RVwR,2,No,0,1,0,0,0,0,None,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_0eU6tf0tJoafbOx,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1dAkoZNSpzrWZu1,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1EaD6wAO0SsyrX8,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1F2MXGqyti14tLy,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1FeYZLD26ids5W1,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1H6LKJ9JIRlpUtT,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1hAsT47p3Sx3W6R,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1HdcY0jk4w4XsZ8,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1HhmN6u7lrkLfR9,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1HqIQbtzDHHPKzh,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1hRRDMJu7LPzwPy,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1IaxXkUMpLJYHQa,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1JEm6sT0cElNteY,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1jIYAKiXfeRXoWp,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1JRgiM78dvOEQTD,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1jVBkbQWTjA8fRb,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1jVfC7JJpiZcABU,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1kHN9zGhmc14pRl,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1kRfQ2zeVEVL3HL,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1OBrM7kHtJAFtYH,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1OIXZ5plts8Mp6H,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1PcNueyYrW3ohmT,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1PUJsAUYROWm3fR,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1rP5coyMwHIeok6,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_22lYB8b3Te5h0aI,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_22zCL15AtkfrTwp,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_24bLHbqchBa4QPP,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_268XaJmetlK0uKT,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_26eUsq1E9CqYDhE,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_27ItwAgNUVIfGFS,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_27WlgrC3VjAJU5m,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_29hKxX4FQl4s0fn,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_29t3UQy10fqe0CK,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2aK9r4ah7nBdKOP,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2aOZ7VsszOOltC2,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2AWQEDGrWOD2M8V,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2BsRRjOPJmtkZ8T,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2ByCDZD4ol1sTu6,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2c7o5nNl7Xx5NzZ,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2CPqZvGZ8gBWLLJ,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2CVqI3yKNkeyZq8,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2D6LzqxKLSuZWJq,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2dNk4bdjk4f6qXj,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2EsL7r4254kzG4K,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2fwwEb9Aq35xaaK,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2R4G9cuLjrcSc32,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2rkBmM5M4R973Cy,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2S6pKJPIebtyaVH,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2Sf2s0GRFKLBpcm,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2tJZlYWndTIHiuB,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2TtaXwzobHIvAV3,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2vYAOcX7HLg2nRb,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2wTd5QIwXLWto80,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2WYbl7rmmDcaAkG,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2ylzkJQdOB6hyE4,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2ZD0BESLTjkj4rW,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2zkdxylcqAGmj8v,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_2zraGmf3qVJ8jvu,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_30jjZsnUbdocPSz,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_31c03jYLooAxiqw,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_31T6eMIyZvOCB3o,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_31TcjbBpG7UMKBy,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_31ZBBCenwQaR6xR,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_33DpVQJX1evHE2j,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_33kjGl40Ea8Nvdi,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_33pQiIJYide0XoW,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3CC4MiAg48mjkV6,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3CTqpmKZ5hxv9jf,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3et0pPIHyHukCYd,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3hzkd4BZQXNL7Ky,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3ijVz3NiI7Geu2V,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3iR0eYcHDjxDZKg,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3IZgRpvpmXYjrYs,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3j8POID5Tge2HK0,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3KvHQKwYwG1VbD0,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3LjTFDkLmoL6WEN,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3MLmlnz803wJf6F,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3NvQD0UWhDLVbe2,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3PNoJujBCVuipwR,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3QLypSkNZKNx6bm,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3qsvXP1CEM3OFO0,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3rFZG8XDSxjguFY,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_3xsYbA8CfJsXoS9,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_5apMaBO13b0B06B,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_5d40YRiCXRZnr6V,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_5o2xuuN2FTP8bxb,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_5yEjt0ajxRZMwKZ,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_6VBYUF2As5IyjJf,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_81em1wldTXtou3L,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_8AeuAIa69riRjb3,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_8wtMg1K14Sad3yh,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_9ZiTeGwzErMKMZr,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_a3Pyx7KEnTtzS3D,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_agfYcYre8cHGRHP,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_aXHdA1qhzEZVAjj,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_BKSmcSSmkAdgxcl,5,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_bNpHCxKnN2giokF,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_C7f595p9T3imOtP,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_cG5DRloXAUljhfP,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_Cl5OZNf2ENpJoJ3,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_dma0Ji6f2PnHIop,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_dp4U5cTtyPFFZrv,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_efkJGGPnSUZMk3H,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_PMM7zWgFhRCNuk9,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_PN9thf0iwmVK5sl,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_QbJhnVbxXqfeJ8J,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_RD1c9wfMtdxMFmF,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_T0cfUhJ1Mr3mfqF,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_Tq4uxtdRz6xsSs1,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_UcESROTizhcHyQF,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_UsFo4v2gXYNSBWh,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_viYOfDQPu0pJTGx,2,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_w5WhG9NnWUFmapX,1,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_YRZ91DPgaVN4W8F,3,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_Z8i4X7ezRIOeftv,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_zbZvaMHLe8o0bM5,4,Yes,0,0,1,0,0,0,Other,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
R_1OiSgMcqHdbRYXH,3,Yes,0,0,0,1,0,0,University.1.yr,0,1,0,0,0,0,0,0,Identification.of.implant.position,0,1,0,0,Somewhat.prepared
