ResponseID,clust,Did you pursue further training after placing your first dental implant?,"If Yes, this was CE ","If Yes, this was: None","If Yes, this was: Other","If Yes, this was: Uni1yr","If Yes, this was: Uni2yr","If Yes, this was: Uni3yr","If Yes, this was: ",Supervision.first.implant.1.on.1,Supervision.first.implant.multiple,Supervision.first.implant.no.,Supervision.first.implant.no.information,Supervision.first.implant.other,Supervision.first.implant,Setting.first.implant,Duration.Proc.1.to.2.hr,Duration.Proc.2.to.3.hr,Duration.Proc.Less.than.1.hr,Duration.Proc.More.than.3.hr,Duration.Proc.No.info,Duration.Proc,Area,Surgical.Guide,Challenge.Anasthesia,Challenge.Implant.position,Challenge.Incision,Challenge.No.information,Challenge.prep.osteotomy,Challenge.reflection,Challenge.suturing,Challenge.other,Challenge,Restoration.type.other,Restoration.type.cem.ret.cr,Restoration.type.imp.sup.br,Restoration.type.imp.sup.cd,Restoration.type.no.information,Restoration.type,No complications,Over-prepared.osteotomy,Under-prepared.osteotomy,Inappropriate.implant.positioning,Difficulties.in.flap.design.closure,Wrong sequence of drills,Other.Complication,Reflection.Ad.prep,Reflection.Some.prep,Reflection.not.prep,Reflection.no.infromation,Reflection,Formal.mentor,"If Yes, this was: ",Advice.University,Advice.CE,Adv.mentor,Adv.imp.company,Adv.On.line.Ed,Adv.other
R_T0cfUhJ1Mr3mfqF,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,0,0,0,0,0
R_TsXkwODb9EeUHMB,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,1,0,0,0,2.to.3.hr,Multiple.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,0,1,0,imp.sup.cd,0,0,1,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,0,0,0,0,0
R_3EpbfxkztibiC37,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,1,0,0,0,0,0,Incision,1,0,0,0,0,Other,0,0,0,1,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,1,0,0,0,0,0
R_1dFFXjPUodjuSMX,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_1QJJiM8DvAyJdR7,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_1zEKAuzClsl7mFP,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_2QheKP1UbhaIF5C,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_3hcg8EtlyipZl7v,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Sr.Coll,1,0,0,0,0,0
R_3KjMWRo4LFOrKff,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,1,0,0,0,0,0
R_3kNZQUTdUTXg1ya,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,1,0,0,0,0,0
R_3lXM0u5RsZA9EYh,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_3n27V6SxODdiW0V,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_1oBlBfg7W1H5dEN,4,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,0,0,0,0,0
R_3nDH4H7gsAw0en9,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,1,0,0,0,0,0
R_3p4EtJGf0FVq8cY,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,0,0,0,0,0,1,Other,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,0,0,0,0,0
R_3QLypSkNZKNx6bm,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,0,0,0,0,0
R_zbZvaMHLe8o0bM5,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,0,0,0,0,0
R_1DNO2ZskoAI0tFc,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,1,0,0,0,0,0,0,0,Anasthesia,0,1,0,0,0,Cem.ret.cr,0,1,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,1,0,0,0,0,0
R_3LZIJgTRqhzoICM,2,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple ,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,0,0,1,0,0,0,0,0,0,1,0,Not.ad.prep,1,Assoc,1,0,0,0,0,0
R_VJCn9L0fnEFxYYh,3,1,0,0,1,0,0,0,Other,0,0,0,0,1,Other,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,0,0,1,0,0,0,0,0,0,1,0,Not.ad.prep,1,Sr.Pr,1,0,0,0,0,0
R_2dNk4bdjk4f6qXj,1,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Uni,1,0,0,0,0,0
R_1kYc97aiXyM647R,3,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,0,0,1,0,0,0,0,1,0,Not.ad.prep,1,Other,1,0,0,0,0,0
R_1Cs9U6RHfGQre5i,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,1,0,0,imp.sup.br,0,0,0,0,1,0,0,0,1,0,0,Som.prep,1,Other,1,0,0,0,0,0
R_2fD0MAaJy7IndDH,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,1,0,0,0,0
R_3st44NLzQM8QQeT,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,0,1,Other,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,1,0,0,0,0
R_6sOd9vEGdNvzDnH,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,1,0,0,0,0
R_Wk9JM3IkW6lb0iZ,3,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,1,0,0,0,0
R_zUqA2fMnUdhEgCJ,5,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,0,1,0,Not.ad.prep,0,Not.applicable,0,1,0,0,0,0
R_8AeuAIa69riRjb3,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,1,0,0,0,0
R_3po0yHLPtzoM0kM,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,0,1,0,0,0,0
R_2ByCDZD4ol1sTu6,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Assoc,0,1,0,0,0,0
R_33kjGl40Ea8Nvdi,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,0,1,0,0,0,0
R_20T2BCEnCisfHE8,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Other,0,1,0,0,0,0
R_2Sf2s0GRFKLBpcm,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Other,0,1,0,0,0,0
R_33DpVQJX1evHE2j,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Assoc,0,1,0,0,0,0
R_3hAX5PUuXI1UtYq,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,0,1,Other,0,1,0,0,0,Cem.ret.cr,0,0,0,0,1,0,0,0,0,1,0,Not.ad.prep,1,Uni,0,1,0,0,0,0
R_pubD8bIh1qteE7v,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,0,0,1,0,Suturing,1,0,0,0,0,Other,0,0,0,0,1,0,0,0,1,0,0,Som.prep,1,Other,0,1,0,0,0,0
R_1Io4sRIhni8fYag,3,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,1,0,Suturing,0,1,0,0,0,Cem.ret.cr,0,1,0,1,1,0,0,0,1,0,0,Som.prep,1,Uni,0,1,0,0,0,0
R_3LjTFDkLmoL6WEN,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,0,0,0,1,0,0,1,0,0,Som.prep,1,Other,0,1,0,0,0,0
R_11aoBGsaXOsIXMd,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,0,0,0,0
R_2A0wlgFpBfOArNF,4,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,0,0,0,0
R_3rYgjJN4IhwVfpL,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,1,0,0,0,0
R_1kHN9zGhmc14pRl,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,0,0,0,0
R_25XHav0LIL3qqZh,2,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Assoc,1,1,0,0,0,0
R_31ZBBCenwQaR6xR,5,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,1,1,0,0,0,0
R_2AR6gjwzxSYHTY3,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,1,0,0,0,0,0,0,0,Anasthesia,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,1,1,0,0,0,0
R_231Cx5hD7SznLW3,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,0,1,0,0,0
R_3e5mjVhj7lQbagL,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,0,1,0,0,0
R_3lLI91G7DY7zcJO,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,0,1,0,0,0
R_2wyGUWf348ojLNE,3,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,0,1,0,0,0
R_3EG6KjaGHbRpmpC,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,0,Not.applicable,0,0,1,0,0,0
R_qKJFkH01FKjB6BX,2,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple ,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,1,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,0,1,0,0,0
R_b9R3sHwymwXqcw1,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Other,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,0,1,0,0,0,0,0,1,0,Not.ad.prep,0,Not.applicable,0,0,1,0,0,0
R_RI7FlaCI3vv5ZId,1,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,0,1,0,Not.ad.prep,0,Not.applicable,0,0,1,0,0,0
R_1diBC9BHBmLI22y,2,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,1,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,0,0,1,0,0,0
R_1GH3LZdnYMChdWu,4,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,0,0,1,0,0,0
R_1LqvtU0vHKWW204,5,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Uni,0,0,1,0,0,0
R_2dKrk1a7aWMSw1P,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,0,1,Other,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,0,0,1,0,0,0
R_2VqjfEjPXmgNFiG,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,0,0,1,0,0,0
R_3D8w6THgqOtARCy,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,0,0,1,0,0,0
R_USV8ieWZV3gtPRT,2,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,1,Other,0,0,1,0,0,0
R_1F2MXGqyti14tLy,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,0,0,1,0,0,0
R_1HhmN6u7lrkLfR9,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,0,0,1,0,0,0
R_2tJZlYWndTIHiuB,1,1,0,0,1,0,0,0,Other,0,1,0,0,0,Multiple,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,0,0,1,0,0,0
R_2zTvg9865oqGKyO,1,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,1,0,0,imp.sup.br,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,0,0,1,0,0,0
R_81em1wldTXtou3L,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Other,0,0,1,0,0,0
R_Dk7TElvicEW2KFr,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,0,0,1,0,0,0
R_dpeWcDpXB6fk1sR,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Single.implant,0,1,0,0,0,0,0,0,0,Anasthesia,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,1,0,0,Som.prep,1,Uni,0,0,1,0,0,0
R_BD2cXz7erp8CQY9,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,1,0,0,0,0,0,Incision,0,1,0,0,0,Cem.ret.cr,0,0,1,0,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,0,0,1,0,0,0
R_1OBrM7kHtJAFtYH,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,CE,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,0,1,0,0,imp.sup.br,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Sr.Coll,0,0,1,0,0,0
R_1PUJsAUYROWm3fR,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,0,0,1,0,0,Less.than.1.hr,Multiple.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Uni,0,0,1,0,0,0
R_20TG50IvhdHDATA,1,1,0,0,1,0,0,0,Other,0,0,1,0,0,No,Private,1,0,0,0,0,1.to.2.hr,Single.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,1,0,0,0,Cem.ret.cr,0,0,0,1,0,0,0,0,1,0,0,Som.prep,1,Other,0,0,1,0,0,0
R_UyeMilJXrbFr0YN,3,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,0,0,1,Other,0,1,0,0,0,Cem.ret.cr,0,0,0,0,0,0,1,1,0,0,0,Ad.prep,1,Other,0,0,1,0,0,0
R_3M5oP6OYkB2jOjX,5,1,0,0,1,0,0,0,Other,0,0,0,0,1,Other,Other,0,0,1,0,0,Less.than.1.hr,Single.implant,0,1,0,0,0,0,0,0,0,Anasthesia,0,0,1,0,0,imp.sup.br,0,0,0,0,0,0,1,0,0,1,0,Not.ad.prep,1,Uni,0,0,1,0,0,0
R_1f3n3BWSDxUnjE8,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Uni,1,0,0,0,0,1.to.2.hr,Multiple.implant,0,0,0,0,0,1,0,0,0,Prep.osteotomy,0,0,0,1,0,imp.sup.cd,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,0,1,0,0,0
R_3dRFeSZ42jfD4EL,4,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,0,0,0,0,1,0,0,Reflection,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,1,0,0,0,Ad.prep,0,Not.applicable,1,0,1,0,0,0
R_2v98pKVpTN50Rou,2,1,0,0,1,0,0,0,Other,1,0,0,0,0,1on1,Private,0,0,1,0,0,Less.than.1.hr,Single.implant,0,0,1,0,0,0,0,0,0,Id.implant.position,0,1,0,0,0,Cem.ret.cr,1,0,0,0,0,0,0,0,0,1,0,Not.ad.prep,0,Not.applicable,1,0,1,0,0,0
